policy	candidate	theorem_gain	candidate_class	statement_class	kind	module	examples
choice_free	map_sub'	231	7	0	theorem	Mathlib.Algebra.Group.Hom.Defs	AddEquiv.map_sub;AddMonoidHom.bijective_of_bijective_of_injective_of_left_exact;AddMonoidHom.bijective_of_surjective_of_bijective_of_bijective_of_injective;AddMonoidHom.comp_sub;AddMonoidHom.map_div₂
choice_free	map_sub	229	7	0	theorem	Mathlib.Algebra.Group.Hom.Defs	AddEquiv.map_sub;AddMonoidHom.bijective_of_bijective_of_injective_of_left_exact;AddMonoidHom.bijective_of_surjective_of_bijective_of_bijective_of_injective;AddMonoidHom.comp_sub;AddMonoidHom.map_div₂
choice_free	em	182	7	0	theorem	Mathlib.Logic.Basic	Acc.induction_bot;Acc.induction_bot';AddSubgroup.ker_saturated;AddSubmonoid.ker_saturated;AffineMap.lineMap_eq_left_iff
choice_free	GroupWithZero.toDivisionMonoid	171	7	0	definition	Mathlib.Algebra.GroupWithZero.Basic	AddChar.IsPrimitive.of_ne_one;AddCommGroup.div_modEq_div;AddCommGroup.mul_modEq_mul_left;AddCommGroup.mul_modEq_mul_right;AddValuation.ne_top_iff
choice_free	List.perm_ext_iff_of_nodup	169	7	0	theorem	Init.Data.List.Perm	AddChar.coe_prod;AddChar.coe_sum;AddChar.prod_apply;AddChar.sum_apply;AddSubgroup.pi_mem_of_single_mem
choice_free	Multiset.Nodup.ext	162	7	3	theorem	Mathlib.Data.Multiset.Defs	AddChar.coe_prod;AddChar.coe_sum;AddChar.prod_apply;AddChar.sum_apply;AddSubgroup.pi_mem_of_single_mem
choice_free	Set.forall_mem_image2	161	7	0	theorem	Mathlib.Data.Set.NAry	AddSubgroup.add_subset;AddSubgroup.nsmul_subset;AddSubmonoid.add_subset;AddSubmonoid.add_subset_closure;AddSubmonoid.nsmul_subset
choice_free	_private.Mathlib.Data.Set.NAry.0.Set.forall_mem_image2._proof_1_1	161	7	0	theorem	Mathlib.Data.Set.NAry	AddSubgroup.add_subset;AddSubgroup.nsmul_subset;AddSubmonoid.add_subset;AddSubmonoid.add_subset_closure;AddSubmonoid.nsmul_subset
choice_free	Finset.instSetLike	160	7	3	definition	Mathlib.Data.Finset.Defs	AddChar.coe_prod;AddChar.coe_sum;AddChar.prod_apply;AddChar.sum_apply;AddSubgroup.pi_mem_of_single_mem
choice_free	Finset.instSetLike._proof_1	160	7	3	theorem	Mathlib.Data.Finset.Defs	AddChar.coe_prod;AddChar.coe_sum;AddChar.prod_apply;AddChar.sum_apply;AddSubgroup.pi_mem_of_single_mem
choice_free	Classical.not_not	157	7	0	theorem	Init.Classical	AbsoluteValue.not_isNontrivial_apply;AbsoluteValue.not_isNontrivial_iff;AddChar.to_mulShift_inj_of_isPrimitive;Algebra.Norm.Transitivity.auxMat_toSquareBlock_eq;ConvexCone.pointed_iff_not_blunt
choice_free	eq_or_ne	153	7	0	theorem	Mathlib.Logic.Basic	Acc.induction_bot;Acc.induction_bot';AddSubgroup.ker_saturated;AddSubmonoid.ker_saturated;AffineMap.lineMap_eq_left_iff
choice_free	Set.image_univ	138	7	0	theorem	Mathlib.Data.Set.Image	AddAction.IsTrivialBlock.image;AddCommGrpCat.ker_eq_bot_of_mono;AddGrpCat.ker_eq_bot_of_mono;AddMonoidHom.ker_eq_bot_of_cancel;AddSubmonoid.map_equiv_top
choice_free	_private.Mathlib.Data.Set.Image.0.Set.image_univ._proof_1_1	138	7	0	theorem	Mathlib.Data.Set.Image	AddAction.IsTrivialBlock.image;AddCommGrpCat.ker_eq_bot_of_mono;AddGrpCat.ker_eq_bot_of_mono;AddMonoidHom.ker_eq_bot_of_cancel;AddSubmonoid.map_equiv_top
choice_free	Filter.comap	137	7	0	definition	Mathlib.Order.Filter.Defs	ClusterPt.map;ContinuousAt.mapClusterPt;ContinuousOn.comp_inter;ContinuousOn.congr;ContinuousOn.congr_mono
choice_free	Filter.comap._proof_2	137	7	0	theorem	Mathlib.Order.Filter.Defs	ClusterPt.map;ContinuousAt.mapClusterPt;ContinuousOn.comp_inter;ContinuousOn.congr;ContinuousOn.congr_mono
choice_free	by_contradiction	137	7	0	theorem	Mathlib.Logic.Basic	Antivary.add_right;Antivary.div_right;Antivary.mul_right;Antivary.sub_right;AntivaryOn.add_right
choice_free	by_contra	129	7	0	theorem	Mathlib.Logic.Basic	Antivary.add_right;Antivary.div_right;Antivary.mul_right;Antivary.sub_right;AntivaryOn.add_right
choice_free	Classical.not_forall	121	7	0	theorem	Init.Classical	AddChar.IsPrimitive.compMulHom_of_isPrimitive;AddChar.coe_ne_zero;AddChar.ne_one_iff;AddChar.ne_zero_iff;AddMonoid.not_isTorsion_iff
choice_free	Nat.rel_of_forall_rel_succ_of_le_of_le	110	7	0	theorem	Mathlib.Order.Monotone.Basic	Bound.le_self_pow_of_pos;Bound.pow_le_pow_right_of_le_one_or_one_le;ChevalleyThm.MvPolynomialC.degBound_le_degBound;ChevalleyThm.MvPolynomialC.numBound_mono;Commute.pow_add_mul_le_add_pow
choice_free	Nat.rel_of_forall_rel_succ_of_le	105	7	0	theorem	Mathlib.Order.Monotone.Basic	Bound.le_self_pow_of_pos;Bound.pow_le_pow_right_of_le_one_or_one_le;ChevalleyThm.MvPolynomialC.degBound_le_degBound;ChevalleyThm.MvPolynomialC.numBound_mono;Commute.pow_add_mul_le_add_pow
choice_free	monotone_nat_of_le_succ	104	7	0	theorem	Mathlib.Order.Monotone.Basic	Bound.le_self_pow_of_pos;Bound.pow_le_pow_right_of_le_one_or_one_le;ChevalleyThm.MvPolynomialC.degBound_le_degBound;ChevalleyThm.MvPolynomialC.numBound_mono;Commute.pow_add_mul_le_add_pow
choice_free	AddSubmonoid.instCompleteLattice	94	7	0	definition	Mathlib.Algebra.Group.Submonoid.Basic	AddMonoidHom.eqOn_closureM;AddMonoidHom.eq_of_eqOn_denseM;AddMonoidHom.mclosure_preimage_le;AddSubgroup.prod_eq_bot_iff;AddSubmonoid.closure_closure_coe_preimage
choice_free	AddSubmonoid.instCompleteLattice._proof_1	94	7	3	theorem	Mathlib.Algebra.Group.Submonoid.Basic	AddMonoidHom.eqOn_closureM;AddMonoidHom.eq_of_eqOn_denseM;AddMonoidHom.mclosure_preimage_le;AddSubgroup.prod_eq_bot_iff;AddSubmonoid.closure_closure_coe_preimage
choice_free	IsLeftCancelAdd.addLeftReflectLE_of_addLeftReflectLT	84	7	0	theorem	Mathlib.Algebra.Order.Monoid.Unbundled.Defs	AddSubgroup.is_ascending_rev_series_of_is_descending;AddSubgroup.is_descending_rev_series_of_is_ascending;Birkhoff_inequalities;ENat.WithBot.add_natCast_cancel;ENat.WithBot.add_ofNat_cancel
choice_free	Int.natCast_eq_zero	82	7	0	theorem	Init.Data.Int.DivMod.Lemmas	AddSubgroup.saturated_iff_zsmul;CharP.intCast_eq_intCast;CharP.intCast_eq_intCast_mod;CharP.intCast_eq_zero_iff;CharP.ker_intAlgebraMap_eq_span
choice_free	_private.Init.Data.Int.DivMod.Lemmas.0.Int.natCast_eq_zero._proof_1_1	82	7	0	theorem	Init.Data.Int.DivMod.Lemmas	AddSubgroup.saturated_iff_zsmul;CharP.intCast_eq_intCast;CharP.intCast_eq_intCast_mod;CharP.intCast_eq_zero_iff;CharP.ker_intAlgebraMap_eq_span
choice_free	Filter.map_mono	81	7	3	theorem	Mathlib.Order.Filter.Map	ContinuousOn.comp_inter;ContinuousOn.congr;ContinuousOn.congr_mono;ContinuousOn.mono;ContinuousWithinAt.comp_inter
choice_free	IsUnit.unit	81	4	0	definition	Mathlib.Algebra.Group.Units.Defs	AddChar.mulShift_unit_eq_one_iff;AlgHom.isLocalRing_pullback;AlgHom.isUnit_pullback_mk_iff;ComplexShape.ε₁_ε₂;Int.IsUnit.natAbs_eq
choice_free	Int.natCast_eq_zero._simp_1	78	7	0	theorem	Init.Data.Int.DivMod.Lemmas	CharP.intCast_eq_intCast;CharP.intCast_eq_intCast_mod;CharP.intCast_eq_zero_iff;CharP.ker_intAlgebraMap_eq_span;EisensteinSeries.mem_gammaSet_one
choice_free	Int.natCast_dvd_natCast	76	7	0	theorem	Init.Data.Int.DivMod.Lemmas	CharP.intCast_eq_intCast;CharP.intCast_eq_intCast_mod;CharP.intCast_eq_zero_iff;CharP.ker_intAlgebraMap_eq_span;EisensteinSeries.mem_gammaSet_one
choice_free	IsStrictOrderedRing.toIsOrderedRing	76	7	0	theorem	Mathlib.Algebra.Order.Ring.Defs	Antivary.mul_right₀;Antivary.pow_right₀;AntivaryOn.mul_right₀;AntivaryOn.pow_right₀;CauSeq.bounded
choice_free	Function.Injective.mem_set_image	74	7	0	theorem	Mathlib.Data.Set.Image	AddAction.mem_stabilizer_set;AddAction.stabilizer_addSubgroup;AddAction.stabilizer_addSubgroup_op;AddAction.stabilizer_op_addSubgroup;AddAction.stabilizer_subset_sub_right
choice_free	_private.Mathlib.Data.Set.Image.0.Function.Injective.mem_set_image._proof_1_3	74	7	0	theorem	Mathlib.Data.Set.Image	AddAction.mem_stabilizer_set;AddAction.stabilizer_addSubgroup;AddAction.stabilizer_addSubgroup_op;AddAction.stabilizer_op_addSubgroup;AddAction.stabilizer_subset_sub_right
choice_free	and_forall_ne	73	7	0	theorem	Mathlib.Logic.Basic	DFinsupp.single_le_single;DFinsupp.single_mono;DFinsupp.single_nonneg;DFinsupp.single_nonpos;DFinsupp.single_zero
choice_free	Function.forall_update_iff	72	7	0	theorem	Mathlib.Logic.Function.Basic	DFinsupp.single_le_single;DFinsupp.single_mono;DFinsupp.single_nonneg;DFinsupp.single_nonpos;DFinsupp.single_zero
choice_free	Set.image_preimage_eq_inter_range	72	7	0	theorem	Mathlib.Data.Set.Image	Fin.image_castAdd_Icc;Fin.image_castAdd_Ici;Fin.image_castAdd_Ico;Fin.image_castAdd_Iio;Fin.image_castAdd_Ioc
choice_free	_private.Mathlib.Data.Set.Image.0.Set.image_preimage_eq_inter_range._proof_1_1	72	7	0	theorem	Mathlib.Data.Set.Image	Fin.image_castAdd_Icc;Fin.image_castAdd_Ici;Fin.image_castAdd_Ico;Fin.image_castAdd_Iio;Fin.image_castAdd_Ioc
choice_free	AddSubmonoid.closure_le	70	7	3	theorem	Mathlib.Algebra.Group.Submonoid.Basic	AddMonoidHom.eqOn_closureM;AddMonoidHom.eq_of_eqOn_denseM;AddMonoidHom.mclosure_preimage_le;AddSubmonoid.closure_eq_of_le;AddSubmonoid.closure_induction
choice_free	Set.image_mono	70	7	0	theorem	Mathlib.Data.Set.Image	AddSubgroup.map_mono;AffineSubspace.map_mono;Ideal.comap_le_iff_le_map;Ideal.comap_map_of_bijective;Ideal.homogeneousCore'_mono
choice_free	_private.Mathlib.Data.Set.Image.0.Set.image_mono._proof_1_1	70	7	0	theorem	Mathlib.Data.Set.Image	AddSubgroup.map_mono;AffineSubspace.map_mono;Ideal.comap_le_iff_le_map;Ideal.comap_map_of_bijective;Ideal.homogeneousCore'_mono
choice_free	Equiv.eq_symm_apply	69	7	2	theorem	Mathlib.Logic.Equiv.Defs	AddCon.comap_addConGen_equiv;AddConstEquiv.eq_symm_apply;AddEquiv.apply_eq_iff_symm_apply;AddEquiv.eq_symm_apply;AddSubgroup.val_mem_ofAddUnits_iff_mem
choice_free	Filter.mem_inf_principal	69	7	3	theorem	Mathlib.Order.Filter.Basic	ContinuousWithinAt.congr_set;Convex.eventually_nhdsWithin_segment;Filter.EventuallyEq.mem_interior;Filter.EventuallyEq.mem_interior_iff;Filter.Frequently.inf_principal
choice_free	_private.Mathlib.Logic.Equiv.Defs.0.Equiv.eq_symm_apply._proof_1_2	69	7	2	theorem	Mathlib.Logic.Equiv.Defs	AddCon.comap_addConGen_equiv;AddConstEquiv.eq_symm_apply;AddEquiv.apply_eq_iff_symm_apply;AddEquiv.eq_symm_apply;AddSubgroup.val_mem_ofAddUnits_iff_mem
choice_free	Submodule.completeLattice	67	7	0	definition	Mathlib.Algebra.Module.Submodule.Lattice	Ideal.comap_iInf;Ideal.comap_jacobson;Ideal.comap_sInf;Ideal.comap_sInf';Ideal.map_iInf_comap_of_surjective
choice_free	Mathlib.Tactic.Contrapose.contrapose₁	65	7	0	theorem	Mathlib.Tactic.Contrapose	Antivary.add_right;Antivary.div_right;Antivary.mul_right;Antivary.sub_right;AntivaryOn.add_right
choice_free	Classical.or_iff_not_imp_left	64	7	0	theorem	Init.Classical	CategoryTheory.ObjectProperty.pair_iff;DyckStep.dichotomy;FirstOrder.Language.BoundedFormula.realize_foldr_sup;FirstOrder.Language.BoundedFormula.realize_sup;FirstOrder.Language.Formula.realize_sup
choice_free	Fin.castSucc_lt_or_lt_succ	63	7	0	theorem	Mathlib.Data.Fin.SuccPred	Fin.castSucc_lt_or_lt_succ;Fin.cons_comp_rev;Fin.cons_rev;Fin.eq_insertNth_iff;Fin.exists_succAbove_eq_iff
choice_free	Subgroup.instCompleteLattice	63	7	0	definition	Mathlib.Algebra.Group.Subgroup.Lattice	AddChar.injective_iff;IsPGroup.to_inf_left;IsPGroup.to_inf_right;MonoidHom.ker_comp_of_injective;MonoidHom.ker_eq_bot
choice_free	_private.Mathlib.Data.Fin.SuccPred.0.Fin.castSucc_lt_or_lt_succ._proof_1_2	63	7	0	theorem	Mathlib.Data.Fin.SuccPred	Fin.castSucc_lt_or_lt_succ;Fin.cons_comp_rev;Fin.cons_rev;Fin.eq_insertNth_iff;Fin.exists_succAbove_eq_iff
choice_free	subset_interior_iff_isOpen	63	7	0	theorem	Mathlib.Topology.Closure	AddSubgroup.isOpen_mono;AddSubgroup.isOpen_of_mem_nhds;AddSubgroup.isOpen_of_openAddSubgroup;AddSubgroup.isOpen_of_zero_mem_interior;CompHausLike.mono_iff_injective
choice_free	Set.image_singleton	62	7	0	theorem	Mathlib.Data.Set.Image	AddAction.stabilizer_singleton;AddSubmonoid.neg_bot;MulAction.stabilizer_singleton;NonUnitalStarSubalgebra.map_injective;NonUnitalSubalgebra.map_injective
choice_free	_private.Mathlib.Data.Set.Image.0.Set.image_singleton._proof_1_1	62	7	0	theorem	Mathlib.Data.Set.Image	AddAction.stabilizer_singleton;AddSubmonoid.neg_bot;MulAction.stabilizer_singleton;NonUnitalStarSubalgebra.map_injective;NonUnitalSubalgebra.map_injective
choice_free	not_iff_not	62	7	0	theorem	Mathlib.Logic.Basic	Fin.castPred_le_pred_iff;Fin.lt_succ_castPred;Fin.lt_succ_castPred_iff;Fin.succ_castPred_le_iff;Fin.succ_ne_last_iff
choice_free	Classical.ofNonempty	61	4	0	definition	Init.Prelude	AddTorsor.subsingleton_iff;AffineMap.ext_linear_iff;BddAbove.range_comp_of_nonneg;Cardinal.lift_one;Cardinal.mk_eq_one
choice_free	Nat.mono_cast	60	7	0	theorem	Mathlib.Data.Nat.Cast.Order.Basic	Commute.pow_add_mul_le_add_pow;Commute.pow_add_mul_le_add_pow_of_sq_nonneg;ENat.map_natCast_inj;ENat.map_natCast_injective;ENat.map_natCast_strictMono
choice_free	Set.image2_subset_iff	59	7	0	theorem	Mathlib.Data.Set.NAry	AddSubgroup.add_subset;AddSubmonoid.add_subset;AddSubmonoid.add_subset_closure;Filter.mem_seq_iff;Set.add_iInter_subset
choice_free	AddSubgroup.instCompleteLattice	57	7	1	definition	Mathlib.Algebra.Group.Subgroup.Lattice	AddCommGroup.smul_top_eq_top_of_divisibleBy_int;AddMonoidHom.ker_addEquiv_comp;AddMonoidHom.ker_comp_of_injective;AddMonoidHom.ker_eq_bot;AddMonoidHom.ker_eq_bot_iff
choice_free	Equiv.symm_apply_eq	57	7	2	theorem	Mathlib.Logic.Equiv.Defs	AddConstEquiv.symm_apply_eq;AddEquiv.symm_apply_eq;AlgEquiv.symm_apply_eq;CategoryTheory.Adjunction.CoreHomEquiv.homEquiv_naturality_right_symm;Coalgebra.coassoc_symm
choice_free	_private.Mathlib.Logic.Equiv.Defs.0.Equiv.symm_apply_eq._proof_1_2	57	7	2	theorem	Mathlib.Logic.Equiv.Defs	AddConstEquiv.symm_apply_eq;AddEquiv.symm_apply_eq;AlgEquiv.symm_apply_eq;CategoryTheory.Adjunction.CoreHomEquiv.homEquiv_naturality_right_symm;Coalgebra.coassoc_symm
choice_free	Lean.Elab.Tactic.nonempty_to_inhabited	56	4	0	definition	Mathlib.Tactic.Inhabit	AddTorsor.subsingleton_iff;AffineMap.ext_linear_iff;Cardinal.lift_one;Cardinal.mk_eq_one;Cardinal.mk_option
choice_free	Set.eq_empty_or_nonempty	55	7	0	theorem	Mathlib.Data.Set.Basic	Filter.HasBasis.clusterPt_iff;Filter.HasBasis.inf_basis_neBot_iff;Filter.HasBasis.inf_neBot_iff;Filter.HasBasis.neBot_iff;Filter.NeBot.nonempty_of_mem
choice_free	Classical.or_iff_not_imp_right	54	7	0	theorem	Init.Classical	Associates.FactorSet.prod_eq_zero_iff;Associates.instNoZeroDivisors;DivisorChain.exists_chain_of_prime_pow;FermatLastTheoremWith'.fermatLastTheoremWith;Int.bitwise_bit
choice_free	Submonoid.instCompleteLattice	54	7	0	definition	Mathlib.Algebra.Group.Submonoid.Basic	FreeMonoid.closure_range_of;IsLocalization.map_nonZeroDivisors_le;IsLocalization.nonZeroDivisors_le_comap;MonoidHom.eqOn_closureM;MonoidHom.eq_of_eqOn_denseM
choice_free	Submonoid.instCompleteLattice._proof_1	54	7	3	theorem	Mathlib.Algebra.Group.Submonoid.Basic	FreeMonoid.closure_range_of;IsLocalization.map_nonZeroDivisors_le;IsLocalization.nonZeroDivisors_le_comap;MonoidHom.eqOn_closureM;MonoidHom.eq_of_eqOn_denseM
choice_free	List.eq_nil_iff_forall_not_mem	53	7	0	theorem	Init.Data.List.Lemmas	Disjoint.notMem_of_mem_left_multiset;Disjoint.notMem_of_mem_right_multiset;List.Disjoint.inter_eq_nil;List.inter_eq_nil_iff_disjoint;List.range_bind_sublistsLen_perm
choice_free	Homeomorph.isOpen_preimage	51	7	2	theorem	Mathlib.Topology.Homeomorph.Defs	ContinuousAlgEquiv.isClosed_image;ContinuousAlgEquiv.isOpenMap;ContinuousLinearEquiv.isClosed_image;ContinuousLinearEquiv.isHomeomorph;ContinuousLinearEquiv.isOpenMap
choice_free	Set.image_preimage_eq	49	7	0	theorem	Mathlib.Data.Set.Image	BddAbove.inv;BddAbove.neg;BddBelow.inv;BddBelow.neg;ContinuousAffineEquiv.image_preimage
choice_free	_private.Mathlib.Data.Set.Image.0.Set.image_preimage_eq._proof_1_3	49	7	0	theorem	Mathlib.Data.Set.Image	BddAbove.inv;BddAbove.neg;BddBelow.inv;BddBelow.neg;ContinuousAffineEquiv.image_preimage
choice_free	not_and_or	47	7	0	theorem	Mathlib.Logic.Basic	Cardinal.noZeroDivisors;Filter.frequently_or_distrib;Filter.frequently_sup;Filter.neBot_sup_of_left;Filter.neBot_sup_of_right
choice_free	Nonempty.some	46	4	0	definition	Mathlib.Logic.Nonempty	CategoryTheory.Arrow.hasLiftingProperty_iff;CategoryTheory.EffectiveEpiFamily.hom_ext;CategoryTheory.EffectiveEpiFamily.reindex;CategoryTheory.HasLiftingProperty.of_comp_left;CategoryTheory.HasLiftingProperty.of_comp_right
choice_free	Set.pairwise_union	46	7	0	theorem	Mathlib.Data.Set.Pairwise.Basic	Flag.bot_mem;Flag.top_mem;IsAntichain.insert;IsAntichain.insert_of_symm;IsAntichain.insert_of_symmetric
choice_free	_private.Mathlib.Data.Set.Pairwise.Basic.0.Set.pairwise_union._proof_1_2	46	7	0	theorem	Mathlib.Data.Set.Pairwise.Basic	Flag.bot_mem;Flag.top_mem;IsAntichain.insert;IsAntichain.insert_of_symm;IsAntichain.insert_of_symmetric
choice_free	of_not_not	46	7	0	theorem	Mathlib.Logic.Basic	IsAntichain.antisymm;IsAntichain.bot_mem_iff;IsAntichain.eq;IsAntichain.eq';IsAntichain.eq_setOfPred_maximal
choice_free	CategoryTheory.Iso.symm	45	7	0	definition	Mathlib.CategoryTheory.Iso	CategoryTheory.BraidedCategory.braiding_inv_naturality;CategoryTheory.BraidedCategory.braiding_inv_naturality_assoc;CategoryTheory.BraidedCategory.braiding_inv_naturality_left;CategoryTheory.BraidedCategory.braiding_inv_naturality_left_assoc;CategoryTheory.BraidedCategory.braiding_inv_naturality_right
choice_free	FreeAlgebra.lift._proof_4	45	7	3	theorem	Mathlib.Algebra.FreeAlgebra	CliffordAlgebra.hom_ext;CliffordAlgebra.hom_ext_iff;CliffordAlgebra.induction;ExteriorAlgebra.algebraMap_eq_one_iff;ExteriorAlgebra.algebraMap_eq_zero_iff
choice_free	Function.Surjective.image_preimage	45	7	0	theorem	Mathlib.Data.Set.Image	BddAbove.inv;BddAbove.neg;BddBelow.inv;BddBelow.neg;ContinuousAffineEquiv.image_preimage
choice_free	Finite.Set.finite_sep	44	7	0	theorem	Mathlib.Data.Set.Finite.Basic	Finite.Set.finite_inter_of_left;Finite.Set.finite_inter_of_right;Finite.Set.finite_sep;Finite.Set.subset;Function.HasFiniteMulSupport.comp
choice_free	Std.Trichotomous.rel_or_eq_or_rel_swap	44	7	0	theorem	Init.Data.Order.Lemmas	InitialSeg.eq;InitialSeg.eq_principalSeg;InitialSeg.eq_relIso;InitialSeg.instSubsingletonOfIsWellOrder;InitialSeg.subsingleton_of_trichotomous_of_irrefl
choice_free	Subtype.range_coe	44	7	0	theorem	Mathlib.Data.Set.Image	Dense.denseRange_val;DirectedOn.convex_sUnion;Function.Exact.iff_rangeFactorization;Function.Exact.rangeFactorization;Function.MulExact.iff_rangeFactorization
choice_free	isOpen_iff_nhds	44	7	3	theorem	Mathlib.Topology.Neighborhoods	AddSubgroup.isOpen_mono;AddSubgroup.isOpen_of_mem_nhds;AddSubgroup.isOpen_of_openAddSubgroup;AddSubgroup.isOpen_of_zero_mem_interior;CompHausLike.mono_iff_injective
choice_free	trichotomous	44	7	0	theorem	Mathlib.Order.Defs.Unbundled	InitialSeg.eq;InitialSeg.eq_principalSeg;InitialSeg.eq_relIso;InitialSeg.instSubsingletonOfIsWellOrder;InitialSeg.subsingleton_of_trichotomous_of_irrefl
choice_free	CategoryTheory.asIso	43	4	0	definition	Mathlib.CategoryTheory.Iso	Action.isIso_hom_mk;Action.isIso_of_hom_isIso;AddCommGrpCat.forget_reflects_isos;AddCommMonCat.forget_reflects_isos;AddGrpCat.forget_reflects_isos
choice_free	Finite.Set.subset	43	7	0	theorem	Mathlib.Data.Set.Finite.Basic	Finite.Set.finite_inter_of_left;Finite.Set.finite_inter_of_right;Finite.Set.subset;Function.HasFiniteMulSupport.comp;Function.HasFiniteMulSupport.fst
choice_free	Subtype.image_preimage_coe	43	7	0	theorem	Mathlib.Data.Set.Image	AddSubgroup.addSubgroupOf_map_subtype;AddSubgroup.inertia_map_subtype;Set.eq_of_preimage_val_eq_of_subset;Set.image_subtype_val_Icc_Ici;Set.image_subtype_val_Icc_Iic
choice_free	not_isMax_iff	43	7	0	theorem	Mathlib.Order.Max	ENat.succ_coe;ENat.succ_natCast;Nat.multinomial_empty;Order.Icc_subset_Ico_succ_right;Order.Icc_succ_left
choice_free	smul_eq_zero	43	7	0	theorem	Mathlib.Algebra.Module.Torsion.Free	AffineMap.lineMap_eq_left_iff;AffineMap.lineMap_eq_lineMap_iff;AffineMap.lineMap_eq_right_iff;AffineMap.lineMap_injective;Function.support_smul
choice_free	specializes_TFAE	43	7	3	theorem	Mathlib.Topology.Inseparable	Filter.HasBasis.specializes_iff;Inseparable.mem_closed_iff;Inseparable.mem_open_iff;IsClosed.not_inseparable;IsClosed.not_specializes
choice_free	Function.bijective_iff_has_inverse	42	4	0	theorem	Mathlib.Logic.Function.Basic	AddAction.IsPretransitive.of_embedding_congr;AddEquiv.mk_coe';AddEquiv.symm_bijective;AlgEquiv.mk_coe';AlgEquiv.symm_bijective
